Nmarché;SIRETMandataire;LibelleEntiteMandataire;SIRETAcheteur;LibelleAcheteur;Nature;Objet;CodeCPV;Type ;Procedure;CodePostalCommuneExecution;NomCommuneExecution;CodeINSEEExecution;GranulariteINSEEExecution;MillesimeMandatement;DateNotification;Montant mandate TTC;Montant mandate HT;Montant attribue TTC;Montant attribue HT;Date de cloture;Duree;SIRETContractant;DenominationSociale;Role;CodePostal;Dpt ID ;Département;Commune;Taille;Taille des entreprises par categorie officielle;Code NAF;Libelle NAF;Libelle SBA;Libelle CCI;geolocalisation
;;Saint-Brieuc Agglomération;;;;Reconstitution du Bocage : mise en place de plantations et entretien des haies;;Travaux;;;;;;2014;2014-09-10;;;;75424;;;;OCRE;;56490;56;Morbihan;;;Non disponible;;;;;48.0867387661, -2.46008188361
;;Saint-Brieuc Agglomération;;;;Extension de la filière boues de la station d’épuration de Moulin Héry;;Travaux;;;;;;2014;2014-08-14;;;;1646034;;;;JOUSSE;;53101;53;Hors Bretagne;;;Non disponible;;;;;
;;Saint-Brieuc Agglomération;;;;Véhicule léger, catégorie fourgonnette;;Fournitures;;;;;;2014;2014-11-21;;;;4875;;;;BERVAS;;22440;22;Côtes d'Armor;;;Non disponible;;;;;48.4956130543, -2.82108365648
;;Saint-Brieuc Agglomération;;;;Assistance à Maîtrise d’ouvrage pour l’évaluation stratégique du Programme local de l’habitat 2012-2017;;Services;;;;;;2014;2014-08-22;;;;38940;;;;SEMAPHORES;;75013;75;Hors Bretagne;;;Non disponible;;;;;48.8283577313, 2.36214011885
;;Saint-Brieuc Agglomération;;;;Actualisation de la prospective tarifaire dans le domaine de l’eau et de l’assainissement et définition d’une stratégie tarifaire en adéquation avec les enjeux environnementaux;;Services;;;;;;2014;2014-03-28;;;;31400;;;;CALIA Conseil;;75013;75;Hors Bretagne;;;Non disponible;;;;;48.8283577313, 2.36214011885
;;Saint-Brieuc Agglomération;;;;Installation d'éclairages provisoires, dans le cadre des travaux de la section TEO Armor-Cité;;Travaux;;;;;;2013;2013-10-23;;;;46255;;;;Ville St-Brieuc;;22000;22;Côtes d'Armor;;;Non disponible;;;;;48.5146037386, -2.76180979127
;;Saint-Brieuc Agglomération;;;;Construction du Centre Technique de l’Eau : Terrassement - VRD;;Travaux;;;;;;2013;2013-10-06;;;;432857;;;;SCREG;;22440;22;Côtes d'Armor;;;Non disponible;;;;;48.4956130543, -2.82108365648
;;Saint-Brieuc Agglomération;;;;Construction du Centre Technique de l’Eau : Etanchéité – Couverture bac acier et plaque polycarbonate;;Travaux;;;;;;2013;2013-10-06;;;;360561;;;;PCB;;22400;22;Côtes d'Armor;;;Non disponible;;;;;48.5016489284, -2.50647227729
;;Saint-Brieuc Agglomération;;;;Construction du Centre Technique de l’Eau : Peinture;;Travaux;;;;;;2013;2013-10-06;;;;124419;;;;GRIFFON Peintures;;22950;22;Côtes d'Armor;;;Non disponible;;;;;48.480585356, -2.74472433795
;;Saint-Brieuc Agglomération;;;;Pose d’une passerelle pour traverser le Gouët à St Barthélémy;;Travaux;;;;;;2014;2014-10-21;;;;16790;;;;Bois Loisirs Créations;;44000;44;Hors Bretagne;;;Non disponible;;;;;47.2321830557, -1.54780684906
;;Saint-Brieuc Agglomération;;;;requalification sur le PAE de la petite grange de Plérin : réseaux souples;;Travaux;;;;;;2014;2014-10-23;;;;23160;;;;LE DU TP;;22170;22;Côtes d'Armor;;;Non disponible;;;;;48.5200598595, -2.97473935214
;;Saint-Brieuc Agglomération;;;;Fourniture de groupes électrogènes 60 et 110 kVA et contrat de maintenance associé;;Fournitures;;;;;;2014;2014-02-13;;;;44140;;;;Etablissements BALAVOINE;;22400;22;Côtes d'Armor;;;Non disponible;;;;;48.5016489284, -2.50647227729
;;Saint-Brieuc Agglomération;;;;Fourniture de deux camions-bennes à ordures ménagères de 19 et 26 tonnes : Deux bennes à ordures ménagères;;Fournitures;;;;;;2014;2014-12-24;;;;95500;;;;FAUN ENVIRONNEMENT;;7500;7;Hors Bretagne;;;Non disponible;;;;;44.9303487505, 4.86624054251
;;Saint-Brieuc Agglomération;;;;Mission de Coordination SPS pour le Pôle d’Echanges Multimodal : Aménagements urbains, passerelle ferroviaire et parking souterrain;;Services;;;;;;2014;2014-04-23;;;;42560;;;;OUEST COORDINATION;;22190;22;Côtes d'Armor;;;Non disponible;;;;;48.5437270249, -2.77055983387
;;Saint-Brieuc Agglomération;;;;Mise en place et gestion de distributeurs de maillots et petits équipements liés aux activités de piscine, d’un distributeur de gants, chaussettes et petits équipement liés à l’activité patinage;;Services;;;;;;2014;2014-04-15;;;;0;;;;TOPSEC EQUIPEMENT;;94400;94;Hors Bretagne;;;Non disponible;;;;;48.7885568869, 2.39425728394
;;Saint-Brieuc Agglomération;;;;Gardiennage des équipements sportifs et culturels, et interventions pour déclenchement des alarmes intrusion;;Services;;;;;;2014;2014-11-06;;;;75456;;;;AGOGE Sécurité;;44400;44;Hors Bretagne;;;Non disponible;;;;;47.176499243, -1.54979300458
;;Saint-Brieuc Agglomération;;;;Travaux d’étanchéité du bassin ludique et diverses améliorations à Aquabaie : lot n°2 : Etanchéité – Etanchéité sous carrelage;;Travaux;;;;;;2013;2013-01-18;;;;62500;;;;ETANDEX;;35630;35;Ille-et-Vilaine;;;Non disponible;;;;;48.2776802001, -1.81257635657
;;Saint-Brieuc Agglomération;;;;Construction de la Maison des Cultures de Bretagne : Terrassement – VRD - Paysage;;Travaux;;;;;;2013;2013-11-25;;;;40000;;;;RAULT TP;;22170;22;Côtes d'Armor;;;Non disponible;;;;;48.5200598595, -2.97473935214
;;Saint-Brieuc Agglomération;;;;Construction du Centre Technique de l’Eau : Faux plafonds;;Travaux;;;;;;2013;2013-10-06;;;;65161;;;;BROCHAIN;;22150;22;Côtes d'Armor;;;Non disponible;;;;;48.3345820629, -2.7121618919
;;Département du Finistère;;;;"Fourniture de livres non scolaires pour la Bibliothèque départementale du Finistère et les autres services du Conseil général
Lot 3 - Livres de fiction adultes";;Fournitures;;;;;;2015;2015-03-03;;;;180000;;;;Librairie Ravy;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;"Fourniture de livres non scolaires pour la Bibliothèque départementale du Finistère et les autres services du Conseil général
Lot 6 - Roman d'anticipation adulte";;Fournitures;;;;;;2015;2015-03-03;;;;25000;;;;Librairie Ravy;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;"Acquisition de mobiliers d’hébergement, canapés, fauteuils, poufs
pour les services du Conseil général du Finistère - Lot 2 : Mobilier d'hébergement";;Fournitures;;;;;;2015;2015-06-01;;;;60000;;;;DPC;Titulaire;79300;79;Hors Bretagne;;;Non disponible;;;;;46.8619599412, -0.471600678729
;;Département du Finistère;;;;Acquisition et livraison de 4 abris de chantier mobiles;;Fournitures;;;;;;2015;2015-07-13;;;;49900;;;;WC LOC;Titulaire;59306;59;Hors Bretagne;;;Non disponible;;;;;
;;Département du Finistère;;;;"Fourniture de produits et matériels d'entretien pour les services du Conseil général du Finistère
Lot 3 - Papier, savon, équipement d'hygiène et matériel de restauration à usage unique";;Fournitures;;;;;;2015;2015-02-24;;;;480000;;;;GROUPE P. LE GOFF;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;"1_N-GRD-6M
Fourniture et acheminement de gaz naturel et services associés des PCE situés en zone d’équilibrage Nord, distribués par GrDF et dont l’identifiant PCE est à 14 chiffres (relève Semestrielle) - Montant estimé";;Fournitures;;;;;;2015;;;;;467206;;;;GDF SUEZ;Titulaire;92400;92;Hors Bretagne;;;Non disponible;;;;;48.8983884255, 2.25522376319
;;Département du Finistère;;;;"2_N-GRD-M
Fourniture et acheminement de gaz naturel et services associés des PCE situés en zone d’équilibrage Nord, distribués par GrDF et dont l’identifiant PCE est en GI+6 chiffres
(relève Mensuelle) - Montant estimé";;Fournitures;;;;;;2015;;;;;289024;;;;ENI GAZ & POWER France;Titulaire;92300;92;Hors Bretagne;;;Non disponible;;;;;48.8951336953, 2.28682447096
;;Département du Finistère;;;;"Fourniture de produits de marquage routier
Lot 1-Peintures routières solvantées sans toluène";;Fournitures;;;;;;2015;2015-06-30;;;;862900;;;;Société d'Applications Routières (SAR);Titulaire;92022;92;Hors Bretagne;;;Non disponible;;;;;
;;Département du Finistère;;;;"Matériel de signalisation permanente et temporaire
Lot 1 - Matériel de signalisation permanente métallique-police et directionnelle";;Fournitures;;;;;;2015;2015-10-27;;;;1000000;;;;Lacroix signalisation;Titulaire;44800;44;Hors Bretagne;;;Non disponible;;;;;47.2246998246, -1.634454241
;;Département du Finistère;;;;"Marché de prestations de service d'insertion professionnelle
Prestation support : Entretien et petites réparations sur les espaces naturels départementaux
Lot 1 - Finistère Nord";;Services;;;;;;2015;2015-01-13;;;;120000;;;;grpt SATO Relais/ART;Titulaire;29200;29;Finistère;;;Non disponible;;;;;48.3998970513, -4.5026725313
;;Département du Finistère;;;;"Marché de prestations de service d'insertion professionnelle
Prestation support : Entretien et petites réparations sur les espaces naturels départementaux
Lot 2 - Finistère Centre";;Services;;;;;;2015;2015-01-13;;;;120000;;;;grpt Prélude/Etude et Chantiers;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;"Maintenance du progiciel HORUS
- Maintenance corrective
- Assistance
- Maintenance évolutive, maintenance réglementaire
- Acquisition de nouveaux modules complémentaires et des prestations d'assistance";;Services;;;;;;2015;2015-02-03;;;;179000;;;;GFI Progiciels;Titulaire;93400;93;Hors Bretagne;;;Non disponible;;;;;48.9096159679, 2.33315490092
;;Département du Finistère;;;;Prestation de maintenance corrective, des prestations d'évolution et d'assistance fonctionnelle et technique sur l'application Multigest de la société Eric Archivage.;;Services;;;;;;2015;2015-10-13;;;;179000;;;;EFALIA;Titulaire;69200;69;Hors Bretagne;;;Non disponible;;;;;45.7040491197, 4.88102892999
;;Département du Finistère;;;;Les missions de prévention en matière de sécurité et de protection de la santé pour les travaux de bâtiments : catégorie 3;;Services;;;;;;2015;2015-10-13;;;;160000;;;;TPF Ingénierie;Titulaire;56108;56;Morbihan;;;Non disponible;;;;;
;;Département du Finistère;;;;Conception, maîtrise d'œuvre et réalisation de la scénographie de l'exposition temporaire au musée des phares et balises du Créac'h - Sélection des 3 candidats admis à remettre une offre;;Services;;;;;;2015;2015-11-10;;;;90000;;;;"Links conseils et associés
Thierry Deleforge
Agence NC";Titulaire;;75;Hors Bretagne;;;Non disponible;;;;;
;;Département du Finistère;;;;"Travaux de curage de fossés et de dérasement des acotements en bordure de routes départementales
Lot 1- ATD de Saint-Pol-de-Léon";;Services;;;;;;2015;2015-11-17;;;;197500;;;;2LTP;Titulaire;44335;44;Hors Bretagne;;;Non disponible;;;;;
;;Département du Finistère;;;;Appui formatif aux équipes emploi du Finistère;;Services;;;;;;2015;2015-03-03;;;;6240;;;;Association Transfer;Titulaire;33000;33;Hors Bretagne;;;Non disponible;;;;;44.8579384389, -0.573595011059
;;Département du Finistère;;;;"Entretien des espaces naturels sensibles boisés
Lot 3 - Renouvellement des peuplements forestiers/Finistère Sud";;Services;;;;;;2015;2015-07-15;;;;50000;;;;Grpt EURL Jean-Baptiste Le Floch/SARL Kerivel TP/Flcoh Nicolas;Titulaire;29100;29;Finistère;;;Non disponible;;;;;48.0680166457, -4.3318760918
;;Département du Finistère;;;;"Conception de l’identité visuelle et impression du passeport culturel et des outils de communication pour le réseau départemental des musées et sites du patrimoine.
Lot 1 : Conception et réalisation graphique (maxi : 25 000)";;Services;;;;;;2015;2015-03-18;;;;25000;;;;D'une idée l'autre;Titulaire;29200;29;Finistère;;;Non disponible;;;;;48.3998970513, -4.5026725313
;;Département du Finistère;;;;Maintenance, acquisition et prestations de services concernant les licences et la plate-forme Business Objects;;Services;;;;;;2015;2015-03-30;;;;89900;;;;DECIVISION;Titulaire;31000;31;Hors Bretagne;;;Non disponible;;;;;43.5959709582, 1.43229378001
;;Département du Finistère;;;;Fournitures de consommables informatiques – Lot 2 : consommables informatiques pour imprimantes laser;;Services;;;;;;2015;2015-03-30;;;;14500;;;;DYADEM;Titulaire;37210;37;Hors Bretagne;;;Non disponible;;;;;47.4342671644, 0.82289231323
;;Département du Finistère;;;;Inspections détaillées sur les grands ouvrages d'art sur le département du Finistère;;Services;;;;;;2015;2015-02-06;;;;55135;;;;DSM;Titulaire;38110;38;Hors Bretagne;;;Non disponible;;;;;45.5699784131, 5.45289291303
;;Département du Finistère;;;;Etude diagnostic environnemental du port de Concarneau;;Services;;;;;;2015;2015-02-09;;;;22715;;;;asconit consultants;Titulaire;69366;69;Hors Bretagne;;;Non disponible;;;;;
;;Département du Finistère;;;;Prestation de collecte et de traitement des déchets d'équipements électroniques et électriques;;Services;;;;;;2015;2015-05-28;;;;80000;;;;TRIADE AVENIR OUEST;Titulaire;49480;49;Hors Bretagne;;;Non disponible;;;;;47.5121402522, -0.476038939286
;;Département du Finistère;;;;Conception et mise en œuvre de plans d'interprétations sur des espaces naturels sensibles - Site de Stang Luzigou - Commune d'Ergué-Gabéric;;Services;;;;;;2015;2015-08-06;;;;24250;;;;ATEMIA;Titulaire;73000;73;Hors Bretagne;;;Non disponible;;;;;45.5704322981, 5.91500462734
;;Département du Finistère;;;;Etudes hydrauliques dans le port de Quimper Corniguel;;Services;;;;;;2015;2015-07-01;;;;26435;;;;HYDRATEC;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;Collège N. Mandéla à PLABENNEC - (Remise en état de la couverture après sinistre) - Marché de Maîtrise d'Œuvre;;Services;;;;;;2015;2015-07-15;;;;11850;;;;TPF Ingénierie;Titulaire;29000;29;Finistère;;;Non disponible;;;;;47.9969497735, -4.09093803063
;;Département du Finistère;;;;Transport des élèves handicapés à destination de Brest Métropole : circuit n° C15-DUVIZAC1;;Services;;;;;;2015;2015-09-22;;;;30000;;;;ST2S;Titulaire;44750;44;Hors Bretagne;;;Non disponible;;;;;47.4278237849, -1.96018609185
;;Département du Finistère;;;;"Travaux d'isolation par l'extérieur du bâtiment de restauration du Collège du Bois de Locquéran à Plouhinec
Lot 2 - Serrurerie/Bardage bois";;Travaux;;;;;;2015;2015-07-15;;;;67010;;;;CRUARD Charpente SAS;Titulaire;53360;53;Hors Bretagne;;;Non disponible;;;;;47.9163829894, -0.78422271898
;;Département du Finistère;;;;"Travaux d'aménagement intérieur du 1er étage du Centre départemental d'action sociale de Brest Bellevue - 29200 Brest
Lot 4 - Faux plafonds";;Travaux;;;;;;2015;2015-07-15;;;;18335;;;;IROISE PLAFONDS SARL;Titulaire;29200;29;Finistère;;;Non disponible;;;;;48.3998970513, -4.5026725313
;;Département du Finistère;;;;Dépose des rails sur la liaison Concarneau-Coat Conq (voie verte n°7 Roscoff-Concarneau);;Travaux;;;;;;2015;2015-03-10;;;;119970;;;;AVF TP;Titulaire;44300;44;Hors Bretagne;;;Non disponible;;;;;47.2321830557, -1.54780684906
;;Département du Finistère;;;;"Rénovation de la SEGPA et traitement partiel de l'accessibilité au Collège Mescoat à Landerneau
Lot 2 - Charpente métallique/Bardages/Métallerie";;Travaux;;;;;;2015;2015-03-10;;;;154573;;;;Sté Nouvelle Bretagne Métallerie;Titulaire;29860;29;Finistère;;;Non disponible;;;;;48.5072852164, -4.44045299523
;;Département du Finistère;;;;"Rénovation de la SEGPA et traitement partiel de l'accessibilité au Collège Mescoat à Landerneau
Lot 3 - Etanchéité";;Travaux;;;;;;2015;2015-03-10;;;;93523;;;;BIHANNIC SARL;Titulaire;29200;29;Finistère;;;Non disponible;;;;;48.3998970513, -4.5026725313
2015-360;;DEPARTEMENT ILLE ET VILAINE;;;;Suppression du PN n? 11 a SAINT MEDARD SUR ILLE et ret Suppression du PN n? 11 a SAINT MEDARD SUR ILLE et ret;;Non disponible;;;;;;2015;2015-03-19;;;1980;;;;3.43501e+13;MD CONSEIL;Titulaire;59000;59;Hors Bretagne;LILLE;;Non disponible;;;;;50.6319195692, 3.04708687186
2015-357;;DEPARTEMENT ILLE ET VILAINE;;;;2015-126 MAINTENANCE DU MOGICIEL GESCAR PARC ACQUISITION 2015-126 MAINTENANCE DU MOGICIEL GESCAR PARC ACQUISITION;;Non disponible;;;;;;2015;2015-03-30;;;16289;;;;4.94002e+13;PERINFO;Titulaire;67100;67;Hors Bretagne;STRASBOURG;;Non disponible;;;;;48.5716222333, 7.76768232804
2015-349;;DEPARTEMENT ILLE ET VILAINE;;;;2015085 LOT 1 MOBILIER ET MATERIEL DE BUREAU 2015085 LOT 1 MOBILIER ET MATERIEL DE BUREAU;;Non disponible;;;;;;2015;2015-02-27;;;160186;;;;4.38467e+13;ABI SERVICE;Titulaire;44300;44;Hors Bretagne;NANTES;;Non disponible;;;;;47.2321830557, -1.54780684906
2015-345;;DEPARTEMENT ILLE ET VILAINE;;;;2015172-COLLEGE MONTFORT-REFECTION LAVERIE Lot N?6 2015172-COLLEGE MONTFORT-REFECTION LAVERIE Lot N?6;;Non disponible;;;;;;2015;2015-04-01;;;16535;;;;4.40056e+13;SPIE OUEST CENTRE;Titulaire;35651;35;Ille-et-Vilaine;LE RHEU;;Non disponible;;;;;
2015-340;;DEPARTEMENT ILLE ET VILAINE;;;;COL.RS VITRE RELEVE DES BATIMENTS COL.RS VITRE RELEVE DES BATIMENTS;;Non disponible;;;;;;2015;2015-02-12;;;7200;;;;3.39828e+13;AUBAULT LOIC;Titulaire;35500;35;Ille-et-Vilaine;VITRE;;Non disponible;;;;;48.1379500219, -1.18967633212
2015-337;;DEPARTEMENT ILLE ET VILAINE;;;;M2015-185 ACQUISITION PRISE DE FORCE M2015-185 ACQUISITION PRISE DE FORCE;;Non disponible;;;;;;2015;2015-03-16;;;8952;;;;3.53654e+13;DELAGREE ETS;Titulaire;35370;35;Ille-et-Vilaine;ETRELLES;;Non disponible;;;;;48.0412447501, -1.13572410933
2015-317;;DEPARTEMENT ILLE ET VILAINE;;;;RD 178- DEVIATION LA GUERCHE  TRANCHE N?2 RD 178- DEVIATION LA GUERCHE  TRANCHE N?2;;Non disponible;;;;;;2015;2015-03-30;;;7500;;;;3.496e+13;HALLAIS;Sous-Traitant;50320;50;Hors Bretagne;LA LUCERNE D OUTREMER;;Non disponible;;;;;48.8090574287, -1.40357564145
2015-307;;DEPARTEMENT ILLE ET VILAINE;;;;2015-154 ACHAT 7 RADARS VIKING PLUS 2015-154 ACHAT 7 RADARS VIKING PLUS;;Non disponible;;;;;;2015;2015-03-06;;;16800;;;;4.24357e+13;SFERIEL;Titulaire;63530;63;Hors Bretagne;VOLVIC;;Non disponible;;;;;45.855002413, 3.02081571111
2015-304;;DEPARTEMENT ILLE ET VILAINE;;;;ARCHIV.+BEAUREGARD-NETTOYAGE GOUTTIERE,EVACUATION EAUX P ARCHIV.+BEAUREGARD-NETTOYAGE GOUTTIERE,EVACUATION EAUX P;;Non disponible;;;;;;2015;2015-02-02;;;3570;;;;7.89004e+13;COUVREURS BRETONS;Titulaire;35250;35;Ille-et-Vilaine;MOUAZE;;Non disponible;;;;;48.2552580964, -1.61628405325
2015-301;;DEPARTEMENT ILLE ET VILAINE;;;;2015-153 REALISATION D'UN BUREAU ATELIER VL 2015-153 REALISATION D'UN BUREAU ATELIER VL;;Non disponible;;;;;;2015;2015-03-04;;;11175;;;;4.83564e+13;JMR;Titulaire;35230;35;Ille-et-Vilaine;BOURGBARRE;;Non disponible;;;;;48.0164430154, -1.6442206032
2015-292;;DEPARTEMENT ILLE ET VILAINE;;;;COL ROQUEBLEUE-REMPL DISJONCTEUR GENERAL TGBT-SYGMATEL COL ROQUEBLEUE-REMPL DISJONCTEUR GENERAL TGBT-SYGMATEL;;Non disponible;;;;;;2015;2015-03-11;;;2908;;;;4.22219e+13;SYGMATEL ELECTRICITE;Titulaire;44800;44;Hors Bretagne;SAINT HERBLAIN;;Non disponible;;;;;47.2246998246, -1.634454241
2015-287;;DEPARTEMENT ILLE ET VILAINE;;;;TELEPHONIE MOBILE ET TRANSMISSION DE DONNEES-FLOTTE PRINCIPA TELEPHONIE MOBILE ET TRANSMISSION DE DONNEES-FLOTTE PRINCIPA;;Non disponible;;;;;;2015;2015-03-01;;;53161;;;;3.8013e+13;ORANGE;Titulaire;75015;75;Hors Bretagne;PARIS;;Non disponible;;;;;48.8401714342, 2.29321693746
2015-269;;DEPARTEMENT ILLE ET VILAINE;;;;M2015-076 REPARATION AVANT VISITE TECHNIQUE DES PL M2015-076 REPARATION AVANT VISITE TECHNIQUE DES PL;;Non disponible;;;;;;2015;2015-02-19;;;4816;;;;3.7967e+13;FPLS FREINAGE POIDS LOURDS SERVICE;Titulaire;35400;35;Ille-et-Vilaine;ST MALO;;Non disponible;;;;;48.6399039698, -1.9807980796
2015-268;;DEPARTEMENT ILLE ET VILAINE;;;;M2015-062 MISSION D'ASSISTANCE TECHNIQUE A LA FORMULATION M2015-062 MISSION D'ASSISTANCE TECHNIQUE A LA FORMULATION;;Non disponible;;;;;;2015;2015-02-05;;;20395;;;;1.30018e+13;CEREMA;Titulaire;22000;22;Côtes d'Armor;SAINT BRIEUC;;Non disponible;;;;;48.5146037386, -2.76180979127
2015-261;;DEPARTEMENT ILLE ET VILAINE;;;;M.2015-029 M.2015-029;;Non disponible;;;;;;2015;2015-02-16;;;9453;;;;7.85937e+13;FIT CONSEIL;Titulaire;44307;44;Hors Bretagne;NANTES CEDEX 3;;Non disponible;;;;;
2015-255;;DEPARTEMENT ILLE ET VILAINE;;;;2015047-COL.MONTFORT-MENUISERIES EXTERIEURES LOT 4 2015047-COL.MONTFORT-MENUISERIES EXTERIEURES LOT 4;;Non disponible;;;;;;2015;2015-02-09;;;5902;;;;4.22219e+13;SYGMATEL ELECTRICITE;Titulaire;44800;44;Hors Bretagne;SAINT HERBLAIN;;Non disponible;;;;;47.2246998246, -1.634454241
2015-250;;DEPARTEMENT ILLE ET VILAINE;;;;M.2015-027 M.2015-027;;Non disponible;;;;;;2015;2015-02-16;;;10396;;;;7.85937e+13;FIT CONSEIL;Titulaire;44307;44;Hors Bretagne;NANTES CEDEX 3;;Non disponible;;;;;
2015-232;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION DE DOCUMENTS ET PANNEAUX D'EXPOSITION POUR LE D IMPRESSION DE DOCUMENTS ET PANNEAUX D'EXPOSITION POUR LE D;;Non disponible;;;;;;2015;2015-01-26;;;78;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-2;;DEPARTEMENT ILLE ET VILAINE;;;;FOURNITURES ET PRESTATIONS DE TELECOMMUNICATION FOURNITURES ET PRESTATIONS DE TELECOMMUNICATION;;Non disponible;;;;;;2015;2015-03-01;;;;2493;;;3.4306e+13;SOCIETE FRANCAISE DE RADIOTELEPHONE;Titulaire;92190;92;Hors Bretagne;MEUDON;;Non disponible;;;;;48.8040544516, 2.22691872954
2015-172;;DEPARTEMENT ILLE ET VILAINE;;;;2015001 LOT 1 ARTICLES DE MENAGES ET MATERIELS DIVERS 2015001 LOT 1 ARTICLES DE MENAGES ET MATERIELS DIVERS;;Non disponible;;;;;;2015;2015-01-19;;;22891;;;;4.40304e+13;LE GOFF PIERRE GRAND OUEST;Titulaire;29000;29;Finistère;QUIMPER;;Non disponible;;;;;47.9969497735, -4.09093803063
2015-1518;;DEPARTEMENT ILLE ET VILAINE;;;;PRESTATIONS DE DEVELOPPEMENTS INFORMATIQUES PRESTATIONS DE DEVELOPPEMENTS INFORMATIQUES;;Non disponible;;;;;;2015;2015-12-11;;;24135;;;;3.52906e+13;AUSY;Titulaire;92445;92;Hors Bretagne;ISSY LES MOULINEAUX CEDEX;;Non disponible;;;;;
2015-1487;;DEPARTEMENT ILLE ET VILAINE;;;;CIS BAZOUGES LA PEROUSE-EXTENSION VESTIAIRES HOMMES-LOT2 SIM CIS BAZOUGES LA PEROUSE-EXTENSION VESTIAIRES HOMMES-LOT2 SIM;;Non disponible;;;;;;2015;2015-11-23;;;15670;;;;4.92343e+13;SIMEBAT;Titulaire;35230;35;Ille-et-Vilaine;ORGERES;;Non disponible;;;;;48.0164430154, -1.6442206032
2015-1484;;DEPARTEMENT ILLE ET VILAINE;;;;CER FOUGERES-REAMENAGEMENT DES SANITAIRES-LOT8 SOGEA CER FOUGERES-REAMENAGEMENT DES SANITAIRES-LOT8 SOGEA;;Non disponible;;;;;;2015;2015-11-30;;;1560;;;;4.2134e+13;SOGEA BRETAGNE BTP;Titulaire;35136;35;Ille-et-Vilaine;SAINT JACQUES DE LA LANDE;;Non disponible;;;;;48.0756152409, -1.72379516308
2015-1479;;DEPARTEMENT ILLE ET VILAINE;;;;CIS BAZOUGES LA PEROUSE-EXTENSION VESTIAIRES-LOT 8 COREVA CIS BAZOUGES LA PEROUSE-EXTENSION VESTIAIRES-LOT 8 COREVA;;Non disponible;;;;;;2015;2015-11-23;;;2350;;;;4.78181e+13;COREVA;Titulaire;35530;35;Ille-et-Vilaine;BRECE;;Non disponible;;;;;48.1023169795, -1.48929089789
2015-1458;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V IMPRESSION ET REALISATION DE DOCUMENTS POUR LE DEPT I ET V;;Non disponible;;;;;;2015;2015-11-06;;;178;;;;4.88956e+13;TIREX;Titulaire;35518;35;Ille-et-Vilaine;CESSON SEVIGNE;;Non disponible;;;;;
2015-1457;;DEPARTEMENT ILLE ET VILAINE;;;;COL LES HAUTES OURMES-RENNES COL LES HAUTES OURMES-RENNES;;Non disponible;;;;;;2015;2015-10-30;;;1749;;;;3.81994e+13;FOUREL SARL;Titulaire;35514;35;Ille-et-Vilaine;CESSON SEVIGNE CEDEX;;Non disponible;;;;;
2015-1449;;DEPARTEMENT ILLE ET VILAINE;;;;IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V IMPRESSIONS DE DOCUMENTS POUR LEE DEPARTEMENT D'ILLE ET V;;Non disponible;;;;;;2015;2015-11-27;;;2079;;;;3.15907e+13;IMPRIMERIE CHAMPAGNAC;Titulaire;15000;15;Hors Bretagne;AURILLAC;;Non disponible;;;;;44.9195092273, 2.3987245584
2015-1439;;DEPARTEMENT ILLE ET VILAINE;;;;2015-988 ACQUISITION PINCE DE PREHENSION 2015-988 ACQUISITION PINCE DE PREHENSION;;Non disponible;;;;;;2015;2015-12-09;;;9308;;;;4.01654e+13;EMI SAS;Titulaire;57370;57;Hors Bretagne;ST JEAN DE KOURTZERDE;;Non disponible;;;;;48.7889855572, 7.22238046846
2015-1432;;DEPARTEMENT ILLE ET VILAINE;;;;Lot 2-Menuiseries interieures Lot 2-Menuiseries interieures;;Non disponible;;;;;;2015;2015-11-26;;;5900;;;;3.30113e+13;BACHELOT;Sous-Traitant;35230;35;Ille-et-Vilaine;NOYAL CHATILLON SUR SEICHE;;Non disponible;;;;;48.0164430154, -1.6442206032
2015-1403;;DEPARTEMENT ILLE ET VILAINE;;;;COL ORGERES+BETTON+LA MEZIERE-ACHAT+INSTALLATION LAVE COL ORGERES+BETTON+LA MEZIERE-ACHAT+INSTALLATION LAVE;;Non disponible;;;;;;2015;2015-10-06;;;5901;;;;5.37916e+13;CEGELEC PORTE DE BRETAGNE;Titulaire;35000;35;Ille-et-Vilaine;RENNES;;Non disponible;;;;;48.1116364246, -1.6816378334
